Geo Shape;NOM_ARRET;ID_PROJET;NOM_PROJET;ID_OPERATI;OPERATION;NATURE;MODE_;SOUS_MODE;INDICE;COR_EXIST;TERMINUS;PHASE;VARIANTE;CREATION;PROLONG;AMELIOR;STATUT;DUP;DUP_DATE;OPENDATA;geo_point_2d
"{""type"": ""Point"", ""coordinates"": [2.242832136647076, 48.9386105789472]}";Jean Moulin;201;bus entre Seine;20101;TCSP ABSC : Argenteuil - Bezons - Sartrouville;arrêt;2;21;;0;0;1;tracé principal;0;0;1;4;0;;1;48.9386105789,2.24283213665
"{""type"": ""Point"", ""coordinates"": [2.215860860098732, 48.7510232733389]}";Bièvres;318;Tram 12;31802;Tram-Train Massy - Versailles;arrêt;3;32;12;0;0;2;;1;0;0;4;0;;1;48.7510232733,2.2158608601
"{""type"": ""Point"", ""coordinates"": [2.39795251560111, 48.81810664373762]}";PVC - Lénine;246;TZen5;24601;TZen5 : TCSP Vallée de la Seine BFM - Choisy-le-Roi;arrêt;2;22;5;0;0;1;;1;0;0;7;1;2016-12-16T01:00:00+01:00;1;48.8181066437,2.3979525156
"{""type"": ""Point"", ""coordinates"": [2.245087799750691, 48.944213108302506]}";Calais;201;bus entre Seine;20101;TCSP ABSC : Argenteuil - Bezons - Sartrouville;arrêt;2;21;;0;0;1;tracé principal;0;0;1;4;0;;1;48.9442131083,2.24508779975
"{""type"": ""Point"", ""coordinates"": [2.481721179022134, 48.882726493410914]}";Rosny-Bois-Perrier;115;metro 15 est;11505;ligne 15 - est - phase 2;arrêt;1;11;15;1;1;2;;1;0;0;7;1;2017-02-13T01:00:00+01:00;1;48.8827264934,2.48172117902
"{""type"": ""Point"", ""coordinates"": [2.40831915225275, 48.80496096119816]}";Port à l'Anglais;246;TZen5;24601;TZen5 : TCSP Vallée de la Seine BFM - Choisy-le-Roi;arrêt;2;22;5;0;0;1;;1;0;0;7;1;2016-12-16T01:00:00+01:00;1;48.8049609612,2.40831915225
"{""type"": ""Point"", ""coordinates"": [2.249002921407166, 48.946674155311044]}";Hôtel de Ville;201;bus entre Seine;20101;TCSP ABSC : Argenteuil - Bezons - Sartrouville;arrêt;2;21;;0;0;1;tracé principal;0;0;1;4;0;;1;48.9466741553,2.24900292141
"{""type"": ""Point"", ""coordinates"": [2.173038214465203, 48.877139852414096]}";Bois Préau;301;Tram 01 - Rueil;30105;T1 Ouest : Nanterre - Rueil;arrêt;3;31;1;0;0;3;;0;1;0;5;0;;1;48.8771398524,2.17303821447
"{""type"": ""Point"", ""coordinates"": [2.378359900919451, 48.828795973031454]}";Grands Moulins;246;TZen5;24601;TZen5 : TCSP Vallée de la Seine BFM - Choisy-le-Roi;arrêt;2;22;5;1;1;1;;1;0;0;7;1;2016-12-16T01:00:00+01:00;1;48.828795973,2.37835990092
"{""type"": ""Point"", ""coordinates"": [2.537458329336403, 48.836084049585175]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;0;1;;1;0;0;7;0;;1;48.8360840496,2.53745832934
"{""type"": ""Point"", ""coordinates"": [2.36007380342241, 48.728378777601925]}";Orly Ouest;231;bus Senia - Orly;23101;TCSP Senia - Orly - secteur Aéroport d'Orly;arrêt;2;21;;1;1;1;;0;1;0;4;0;;1;48.7283787776,2.36007380342
"{""type"": ""Point"", ""coordinates"": [2.408893183736303, 48.76857585100092]}";Régnier-Marcailloux;246;TZen5;24601;TZen5 : TCSP Vallée de la Seine BFM - Choisy-le-Roi;arrêt;2;22;5;0;1;1;;1;0;0;7;1;2016-12-16T01:00:00+01:00;1;48.768575851,2.40889318374
"{""type"": ""Point"", ""coordinates"": [2.530973002503752, 48.81677679502634]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;0;1;;1;0;0;7;0;;1;48.816776795,2.5309730025
"{""type"": ""Point"", ""coordinates"": [1.700708477600502, 48.992988373432674]}";;214;bus Mantes la-Jolie;21401;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;21;;0;0;1;;1;0;0;4;0;;1;48.9929883734,1.7007084776
"{""type"": ""Point"", ""coordinates"": [2.383007785311604, 48.82573105067357]}";Porte de France;246;TZen5;24601;TZen5 : TCSP Vallée de la Seine BFM - Choisy-le-Roi;arrêt;2;22;5;1;0;1;;1;0;0;7;1;2016-12-16T01:00:00+01:00;1;48.8257310507,2.38300778531
"{""type"": ""Point"", ""coordinates"": [2.535688231057821, 48.806912311680605]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;0;1;;1;0;0;7;0;;1;48.8069123117,2.53568823106
"{""type"": ""Point"", ""coordinates"": [1.689769866786664, 48.99604720437312]}";;214;bus Mantes la-Jolie;21401;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;21;;0;0;1;;1;0;0;4;0;;1;48.9960472044,1.68976986679
"{""type"": ""Point"", ""coordinates"": [2.408269482608168, 48.77917599524221]}";Voltaire;246;TZen5;24601;TZen5 : TCSP Vallée de la Seine BFM - Choisy-le-Roi;arrêt;2;22;5;0;0;1;;1;0;0;7;1;2016-12-16T01:00:00+01:00;1;48.7791759952,2.40826948261
"{""type"": ""Point"", ""coordinates"": [2.536446499756459, 48.804057732670415]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;1;1;;1;0;0;7;0;;1;48.8040577327,2.53644649976
"{""type"": ""Point"", ""coordinates"": [1.671864665688475, 49.00024740120417]}";;214;bus Mantes la-Jolie;21401;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;21;;0;0;1;;1;0;0;4;0;;1;49.0002474012,1.67186466569
"{""type"": ""Point"", ""coordinates"": [2.230961125063005, 48.74018152105127]}";Igny;318;Tram 12;31802;Tram-Train Massy - Versailles;arrêt;3;32;12;0;0;2;;1;0;0;4;0;;1;48.7401815211,2.23096112506
"{""type"": ""Point"", ""coordinates"": [2.226591552937332, 48.91357461408119]}";Petit-Colombes;301;Tram 01 - Rueil;30105;T1 Ouest : Nanterre - Rueil;arrêt;3;31;1;1;1;3;;0;1;0;5;0;;1;48.9135746141,2.22659155294
"{""type"": ""Point"", ""coordinates"": [1.66889743600898, 49.00232387548113]}";;214;bus Mantes la-Jolie;21401;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;21;;0;0;1;;1;0;0;4;0;;1;49.0023238755,1.66889743601
"{""type"": ""Point"", ""coordinates"": [2.14683164475067, 48.77042520300474]}";Petit-Jouy-Les-Loges;318;Tram 12;31802;Tram-Train Massy - Versailles;arrêt;3;32;12;0;0;2;;1;0;0;4;0;;1;48.770425203,2.14683164475
"{""type"": ""Point"", ""coordinates"": [2.49035105075677, 48.85588741772446]}";Val de Fontenay (Nord-Est);101;metro 01;10101;ligne 1 à Val de Fontenay;arrêt;1;;1;1;1;1;;0;1;0;4;0;;1;48.8558874177,2.49035105076
"{""type"": ""Point"", ""coordinates"": [1.660789635822514, 49.00161389085607]}";;214;bus Mantes la-Jolie;21401;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;21;;0;0;1;;1;0;0;4;0;;1;49.0016138909,1.66078963582
"{""type"": ""Point"", ""coordinates"": [2.185353376302863, 48.920379373924355]}";Houilles - Carrières-sur-Seine;414;Train E - Ouest;41402;RER E à l'Ouest à Mantes-la-Jolie;arrêt;4;41;E;1;0;2;;0;1;0;9;1;;1;48.9203793739,2.1853533763
"{""type"": ""Point"", ""coordinates"": [2.189906137731128, 48.88321237568495]}";Auguste Neveu;301;Tram 01 - Rueil;30105;T1 Ouest : Nanterre - Rueil;arrêt;3;31;1;0;0;3;;0;1;0;5;0;;1;48.8832123757,2.18990613773
"{""type"": ""Point"", ""coordinates"": [2.319740313298555, 48.8186764099126]}";Mairie de Montrouge;102;metro 04;10202;ligne 4 à Bagneux;arrêt;1;11;4;1;1;2;;0;1;0;10;0;;1;48.8186764099,2.3197403133
"{""type"": ""Point"", ""coordinates"": [2.440439978057245, 48.84445639456911]}";Château de Vincennes;101;metro 01;10101;ligne 1 à Val de Fontenay;arrêt;1;11;1;1;1;1;;0;1;0;4;0;;1;48.8444563946,2.44043997806
"{""type"": ""Point"", ""coordinates"": [2.29697098046643, 48.88740446545301]}";Porte de Courcelles;305;Tram 03b - Ouest;30503;T3b : Porte d'Asnières - Porte Maillot;arrêt;3;31;3B;0;0;4;;0;1;0;7;0;;1;48.8874044655,2.29697098047
"{""type"": ""Point"", ""coordinates"": [2.228642685941071, 48.92975761311581]}";Général Delambre;201;bus entre Seine;20101;TCSP ABSC : Argenteuil - Bezons - Sartrouville;arrêt;2;21;;0;0;1;tracé principal;0;0;1;4;0;;1;48.9297576131,2.22864268594
"{""type"": ""Point"", ""coordinates"": [2.287915701970911, 48.88329106208635]}";Porte de Villiers;305;Tram 03b - Ouest;30503;T3b : Porte d'Asnières - Porte Maillot;arrêt;3;31;3B;0;0;4;;0;1;0;7;0;;1;48.8832910621,2.28791570197
"{""type"": ""Point"", ""coordinates"": [2.285444561006683, 48.88122018345893]}";Porte des Ternes;305;Tram 03b - Ouest;30503;T3b : Porte d'Asnières - Porte Maillot;arrêt;3;31;3B;0;0;4;;0;1;0;7;0;;1;48.8812201835,2.28544456101
"{""type"": ""Point"", ""coordinates"": [2.371124398584502, 48.7341219176015]}";Coeur d'Orly;231;bus Senia - Orly;23101;TCSP Senia - Orly - secteur Coeur d'Orly;arrêt;2;21;;1;0;1;;0;1;0;4;0;;1;48.7341219176,2.37112439858
"{""type"": ""Point"", ""coordinates"": [1.703484606104372, 48.98995821049735]}";Mantes-la-Jolie;214;Gare du Mantois;21401;TCSP Mantes-la-Jolie/Gare du Mantois;pôle multimodal;9;91;;1;1;1;;1;0;0;4;0;;1;48.9899582105,1.7034846061
"{""type"": ""Point"", ""coordinates"": [2.36992320100188, 48.73790249548762]}";Caroline Aigle - Orly fret;231;bus Senia - Orly;23101;TCSP Senia - Orly - secteur Coeur d'Orly;arrêt;2;21;;1;0;1;;0;1;0;4;0;;1;48.7379024955,2.369923201
"{""type"": ""Point"", ""coordinates"": [2.458562396656956, 48.850145157909736]}";Les Rigollots (solution 2);101;metro 01;10101;ligne 1 à Val de Fontenay;arrêt;1;;1;0;0;1;;0;1;0;4;0;;1;48.8501451579,2.45856239666
"{""type"": ""Point"", ""coordinates"": [2.054904696704209, 48.939173962122645]}";Poissy ZAC;319;Tram 13;31902;Tangentielle Ouest (Phase 2);arrêt;3;32;13;0;0;2;Poissy;0;1;0;7;0;;1;48.9391739621,2.0549046967
"{""type"": ""Point"", ""coordinates"": [2.374677794495525, 48.750401935873036]}";;231;bus Senia - Orly;23101;TCSP Senia - Orly - secteur Sénia;arrêt;2;21;;0;0;1;Nord;0;1;0;4;0;;1;48.7504019359,2.3746777945
"{""type"": ""Point"", ""coordinates"": [2.372585748389977, 48.65463315187456]}";Place de la Carpe;245;TZen4;24501;TZen4 : TCSP Ligne 402;arrêt;2;22;4;0;0;1;;1;0;0;8;1;2016-12-08T01:00:00+01:00;1;48.6546331519,2.37258574839
"{""type"": ""Point"", ""coordinates"": [2.383529873168741, 48.689344642385294]}";Juvisy-sur-Orge;908;Juvisy-sur-Orge;90801;pôle de Juvisy-sur-Orge;pôle multimodal;9;91;;1;0;;;0;0;1;9;0;;1;48.6893446424,2.38352987317
"{""type"": ""Point"", ""coordinates"": [2.34716800526054, 48.861909041119446]}";Châtelet - Les Halles;912;Châtelet - Les Halles;91201;pôle de Châtelet - Les Halles;pôle multimodal;9;91;;1;0;;;0;0;1;10;1;2011-01-28T01:00:00+01:00;1;48.8619090411,2.34716800526
"{""type"": ""Point"", ""coordinates"": [2.345517580628176, 48.935251497236]}";Saint-Denis;914;Saint-Denis;91401;pôle de Saint-Denis;pôle multimodal;9;91;;1;0;;;0;0;1;4;0;;1;48.9352514972,2.34551758063
"{""type"": ""Point"", ""coordinates"": [1.683650609807541, 49.00112878311145]}";;214;bus Mantes la-Jolie;21401;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;21;;0;0;1;;1;0;0;4;0;;1;49.0011287831,1.68365060981
"{""type"": ""Point"", ""coordinates"": [1.655433058706647, 49.00091061229763]}";;214;bus Mantes la-Jolie;21401;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;21;;0;0;1;;1;0;0;4;0;;1;49.0009106123,1.65543305871
"{""type"": ""Point"", ""coordinates"": [1.703484606104372, 48.98995821049735]}";;214;bus Mantes la-Jolie;21401;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;21;;1;1;1;;1;0;0;4;0;;1;48.9899582105,1.7034846061
"{""type"": ""Point"", ""coordinates"": [2.21528451648198, 48.92782760302956]}";La Grâce de Dieu;201;bus entre Seine;20101;TCSP ABSC : Argenteuil - Bezons - Sartrouville;arrêt;2;21;;0;0;1;tracé principal;0;0;1;4;0;;1;48.927827603,2.21528451648
"{""type"": ""Point"", ""coordinates"": [2.547422359958298, 48.84321247790619]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;0;1;;1;0;0;7;0;;1;48.8432124779,2.54742235996
"{""type"": ""Point"", ""coordinates"": [2.533329052283708, 48.83352795190999]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;0;1;;1;0;0;7;0;;1;48.8335279519,2.53332905228
"{""type"": ""Point"", ""coordinates"": [2.527685620181657, 48.82386564109536]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;0;1;;1;0;0;7;0;;1;48.8238656411,2.52768562018
"{""type"": ""Point"", ""coordinates"": [2.303368626223302, 48.88978327170822]}";Porte d'Asnières Marguerite Long;305;Tram 03b - Ouest;30503;T3 Porte Maillot - Dauphine;arrêt;3;31;3B;0;1;4;;0;1;0;7;0;;1;48.8897832717,2.30336862622
"{""type"": ""Point"", ""coordinates"": [2.470702083264408, 48.85388205079499]}";Verdun;101;metro 01;10101;ligne 1 à Val de Fontenay;arrêt;1;;1;0;0;1;;0;1;0;4;0;;1;48.8538820508,2.47070208326
"{""type"": ""Point"", ""coordinates"": [2.475635921024371, 48.85826682041305]}";Rue de la Fontaine;101;metro 01;10101;ligne 1 à Val de Fontenay;arrêt;1;;1;0;0;1;;0;1;0;4;0;;1;48.8582668204,2.47563592102
"{""type"": ""Point"", ""coordinates"": [2.487969751636002, 48.85242567336257]}";Val de Fontenay (Sud);101;metro 01;10101;ligne 1 à Val de Fontenay;arrêt;1;;1;1;1;1;;0;1;0;4;0;;1;48.8524256734,2.48796975164
"{""type"": ""Point"", ""coordinates"": [2.36995345506704, 48.92338853032184]}";Pressensé (mesures conservatoires);313;Tram 08;31302;T8 à Rosa Parks;arrêt;3;31;8;0;0;2;optionnelle;0;1;0;3;0;;1;48.9233885303,2.36995345507
"{""type"": ""Point"", ""coordinates"": [2.294360376177931, 48.70214147255915]}";Longjumeau;318;Tram 12;31801;Tram-Train Massy - Evry;arrêt;3;32;12;1;0;1;;1;0;0;9;1;2013-08-22T02:00:00+02:00;1;48.7021414726,2.29436037618
"{""type"": ""Point"", ""coordinates"": [2.415448100577441, 48.62213379457592]}";Delouvrier;318;Tram 12;31801;Tram-Train Massy - Evry;arrêt;3;32;12;0;0;1;;1;0;0;9;1;2013-08-22T02:00:00+02:00;1;48.6221337946,2.41544810058
"{""type"": ""Point"", ""coordinates"": [2.377741481106109, 48.90808243782025]}";Aimé Césaire;110;metro 12;11001;ligne 12 à Mairie d'Aubervilliers;arrêt;1;11;12;0;0;2;;0;1;0;9;1;2004-06-08T02:00:00+02:00;1;48.9080824378,2.37774148111
"{""type"": ""Point"", ""coordinates"": [2.318031246857528, 48.8026890773513]}";Bagneux;102;metro 04;10202;ligne 4 à Bagneux;arrêt;1;11;4;0;1;2;;0;1;0;10;1;;1;48.8026890774,2.31803124686
"{""type"": ""Point"", ""coordinates"": [2.44082220524926, 48.88313590212208]}";Place Carnot;109;metro 11 - RBP;10901;ligne 11 à Rosny-Bois-Perrier;arrêt;1;11;11;0;0;1;;0;1;0;9;1;2014-05-28T02:00:00+02:00;1;48.8831359021,2.44082220525
"{""type"": ""Point"", ""coordinates"": [2.094948285629467, 48.901716020520695]}";Saint-Germain-en-Laye;319;Tram 13;31901;Tangentielle Ouest (Phase 1);arrêt;3;32;13;1;1;1;;1;0;0;9;1;2014-02-03T01:00:00+01:00;1;48.9017160205,2.09494828563
"{""type"": ""Point"", ""coordinates"": [2.068519199525931, 48.872090287261216]}";L'Étang - Les Sablons;319;Tram 13;31901;Grande Ceinture Ouest;arrêt;3;32;13;0;0;1;;1;0;0;9;1;2014-02-03T01:00:00+01:00;1;48.8720902873,2.06851919953
"{""type"": ""Point"", ""coordinates"": [2.395341508371068, 48.633958974873146]}";Croizat;318;Tram 12;31801;Tram-Train Massy - Evry;arrêt;3;32;12;0;0;1;;1;0;0;9;1;2013-08-22T02:00:00+02:00;1;48.6339589749,2.39534150837
"{""type"": ""Point"", ""coordinates"": [2.282976188020841, 48.87793268655634]}";Porte Maillot;414;Train E - Ouest;41401;RER E à l'Ouest à Nanterre-la-Folie;arrêt;4;41;E;1;0;1;;0;1;0;9;1;;1;48.8779326866,2.28297618802
"{""type"": ""Point"", ""coordinates"": [2.366863735906966, 48.925983459552484]}";Casanova;313;Tram 08;31302;T8 à Rosa Parks;arrêt;3;31;8;0;0;2;;0;1;0;3;0;;1;48.9259834596,2.36686373591
"{""type"": ""Point"", ""coordinates"": [2.36249009360183, 48.91937508000686]}";Place des Droits de l'Homme;313;Tram 08;31302;T8 à Rosa Parks;arrêt;3;31;8;1;0;2;;0;1;0;3;0;;1;48.91937508,2.3624900936
"{""type"": ""Point"", ""coordinates"": [2.366428985231532, 48.91504251782028]}";Lycée de la Plaine;313;Tram 08;31302;T8 à Rosa Parks;arrêt;3;31;8;0;0;2;;0;1;0;3;0;;1;48.9150425178,2.36642898523
"{""type"": ""Point"", ""coordinates"": [2.370116999076993, 48.902099837261225]}";Porte d'Aubervilliers;313;Tram 08;31302;T8 à Rosa Parks;arrêt;3;31;8;0;0;2;;0;1;0;3;0;;1;48.9020998373,2.37011699908
"{""type"": ""Point"", ""coordinates"": [2.476775944706873, 48.809102498455]}";;206;bus Est TVM;20601;Est TVM;arrêt;2;21;;0;0;1;;1;0;0;7;1;2014-07-21T02:00:00+02:00;1;48.8091024985,2.47677594471
"{""type"": ""Point"", ""coordinates"": [2.474580139036832, 48.807344989269616]}";;206;bus Est TVM;20601;Est TVM;arrêt;2;21;;1;0;1;;1;0;0;7;1;2014-07-21T02:00:00+02:00;1;48.8073449893,2.47458013904
"{""type"": ""Point"", ""coordinates"": [2.453529562285057, 48.79025160929132]}";;206;bus Est TVM;20601;Est TVM;arrêt;2;21;;1;0;1;;1;0;0;7;1;2014-07-21T02:00:00+02:00;1;48.7902516093,2.45352956229
"{""type"": ""Point"", ""coordinates"": [2.455666435926541, 48.77756415953046]}";;206;bus Est TVM;20601;Est TVM;arrêt;2;21;;0;0;1;;1;0;0;7;1;2014-07-21T02:00:00+02:00;1;48.7775641595,2.45566643593
"{""type"": ""Point"", ""coordinates"": [2.463049676118934, 48.777804662752914]}";;206;bus Est TVM;20601;Est TVM;arrêt;2;21;;0;0;1;;1;0;0;7;1;2014-07-21T02:00:00+02:00;1;48.7778046628,2.46304967612
"{""type"": ""Point"", ""coordinates"": [2.467316584888427, 48.77794343445202]}";Place de l'Abbaye;206;bus Est TVM;20601;Est TVM;arrêt;2;21;;0;1;1;;1;0;0;7;1;2014-07-21T02:00:00+02:00;1;48.7779434345,2.46731658489
"{""type"": ""Point"", ""coordinates"": [2.371962954932882, 48.69852307789068]}";Pyramide;312;Tram 07;31202;T7 : Athis Mons - Juvisy (Phase 2);arrêt;3;31;7;0;0;2;;0;1;0;8;1;2013-11-27T01:00:00+01:00;1;48.6985230779,2.37196295493
"{""type"": ""Point"", ""coordinates"": [2.510691725801683, 48.82702250984156]}";;206;bus Est TVM;20601;Est TVM;arrêt;2;21;;0;0;1;;1;0;0;7;1;2014-07-21T02:00:00+02:00;1;48.8270225098,2.5106917258
"{""type"": ""Point"", ""coordinates"": [2.252691294125849, 48.79007344104897]}";Jardin Parisien;316;Tram 10;31601;T10 : Tramway Antony - Clamart;arrêt;3;31;10;0;0;1;;1;0;0;9;1;2016-10-11T02:00:00+02:00;1;48.790073441,2.25269129413
"{""type"": ""Point"", ""coordinates"": [2.45889334077635, 48.61374724901998]}";Lycée Robert Doisneau;245;TZen4;24501;TZen4 : TCSP Ligne 402;arrêt;2;22;4;0;0;1;;1;0;0;8;1;2016-12-08T01:00:00+01:00;1;48.613747249,2.45889334078
"{""type"": ""Point"", ""coordinates"": [2.209476623536397, 48.90511489837448]}";Archéologie;301;Tram 01 - Rueil;30105;T1 Ouest : Nanterre - Rueil;arrêt;3;31;1;0;0;3;;0;1;0;5;0;;1;48.9051148984,2.20947662354
"{""type"": ""Point"", ""coordinates"": [2.222631185459198, 48.91179173908494]}";Max Fourestier;301;Tram 01 - Rueil;30105;T1 Ouest : Nanterre - Rueil;arrêt;3;31;1;0;0;3;;0;1;0;5;0;;1;48.9117917391,2.22263118546
"{""type"": ""Point"", ""coordinates"": [2.324256032653556, 48.87576459402023]}";Saint-Lazare;114;metro 14 MSO;11402;ligne 14 - nord - phase 1 - Mairie de St-Ouen;arrêt;1;11;14;1;1;1;;0;1;0;9;1;2012-10-04T02:00:00+02:00;1;48.875764594,2.32425603265
"{""type"": ""Point"", ""coordinates"": [2.266826773953656, 48.93156536708485]}";Caillebotte;301;Tram 01 - Colombes;30104;T1 Ouest : Asnières - Colombes;arrêt;3;31;1;0;0;4;;0;1;0;8;1;2015-07-07T02:00:00+02:00;1;48.9315653671,2.26682677395
"{""type"": ""Point"", ""coordinates"": [2.228370382784683, 48.914376582654974]}";Petit-Colombes;301;Tram 01 - Colombes;30104;T1 Ouest : Asnières - Colombes;arrêt;3;31;1;1;1;4;;0;1;0;8;1;2015-07-07T02:00:00+02:00;1;48.9143765827,2.22837038278
"{""type"": ""Point"", ""coordinates"": [2.315176897304783, 48.88956082831536]}";Pont Cardinet;114;metro 14 MSO;11402;ligne 14 - nord - phase 1 - Mairie de St-Ouen;arrêt;1;11;14;1;0;1;;0;1;0;9;1;2012-10-04T02:00:00+02:00;1;48.8895608283,2.3151768973
"{""type"": ""Point"", ""coordinates"": [2.480511148060685, 48.88275159763063]}";Rosny-Bois-Perrier;109;metro 11 - RBP;10901;ligne 11 à Rosny-Bois-Perrier;arrêt;1;11;11;1;1;1;;0;1;0;9;1;2014-05-28T02:00:00+02:00;1;48.8827515976,2.48051114806
"{""type"": ""Point"", ""coordinates"": [2.391769440614176, 48.65224839735195]}";Grigny Coeur de Ville;245;TZen4;24501;TZen4 : TCSP Ligne 402;arrêt;2;22;4;0;0;1;;1;0;0;8;1;2016-12-08T01:00:00+01:00;1;48.6522483974,2.39176944061
"{""type"": ""Point"", ""coordinates"": [2.400557524245462, 48.651860044150574]}";Albert Camus;245;TZen4;24501;TZen4 : TCSP Ligne 402;arrêt;2;22;4;0;0;1;;1;0;0;8;1;2016-12-08T01:00:00+01:00;1;48.6518600442,2.40055752425
"{""type"": ""Point"", ""coordinates"": [2.412243812993197, 48.63296503966851]}";Marchais Guesdon;245;TZen4;24501;TZen4 : TCSP Ligne 402;arrêt;2;22;4;0;0;1;;1;0;0;8;1;2016-12-08T01:00:00+01:00;1;48.6329650397,2.41224381299
"{""type"": ""Point"", ""coordinates"": [1.983143352086497, 48.98144596941028]}";Vernouillet-Verneuil;414;Train E - Ouest;41402;RER E à l'Ouest à Mantes-la-Jolie;arrêt;4;41;E;1;0;2;;0;1;0;9;1;;1;48.9814459694,1.98314335209
"{""type"": ""Point"", ""coordinates"": [2.280026062741272, 48.70850079293165]}";Champlan;318;Tram 12;31801;Tram-Train Massy - Evry;arrêt;3;32;12;0;0;1;;1;0;0;9;1;2013-08-22T02:00:00+02:00;1;48.7085007929,2.28002606274
"{""type"": ""Point"", ""coordinates"": [2.373577389326762, 48.74727344550141]}";Pont de Rungis;231;bus Senia - Orly;23101;TCSP Senia - Orly - secteur Sénia;arrêt;2;21;;1;0;1;;0;1;0;4;0;;1;48.7472734455,2.37357738933
"{""type"": ""Point"", ""coordinates"": [2.387967857818468, 48.756835265978424]}";Thiais - Carrefour de la Résistance;231;bus Senia - Orly;23101;TCSP Senia - Orly - secteur Sénia;arrêt;2;21;;0;1;1;;0;1;0;4;0;;1;48.756835266,2.38796785782
"{""type"": ""Point"", ""coordinates"": [2.081743983863536, 48.91394945960637]}";Camp des Loges;319;Tram 13;31901;Tangentielle Ouest (Phase 1);arrêt;3;32;13;0;0;1;;1;0;0;9;1;2014-02-03T01:00:00+01:00;1;48.9139494596,2.08174398386
"{""type"": ""Point"", ""coordinates"": [2.541967125271947, 48.84091519220712]}";;206;bus Est TVM;20601;Est TVM;arrêt;2;21;;0;0;1;;1;0;0;7;1;2014-07-21T02:00:00+02:00;1;48.8409151922,2.54196712527
"{""type"": ""Point"", ""coordinates"": [2.420049194667069, 48.89454890760492]}";Ernest Renan;244;TZen3;24401;TZen3 : TCSP RN3;arrêt;2;22;3;0;0;1;;1;0;0;8;1;2016-12-15T01:00:00+01:00;1;48.8945489076,2.42004919467
"{""type"": ""Point"", ""coordinates"": [2.512341221036676, 48.91057574547151]}";Victor Hugo;244;TZen3;24401;TZen3 : TCSP RN3;arrêt;2;22;3;0;0;1;;1;0;0;8;1;2016-12-15T01:00:00+01:00;1;48.9105757455,2.51234122104
"{""type"": ""Point"", ""coordinates"": [2.582741812177059, 48.59525641353394]}";Place du 19 mai 1982;243;TZen2;24301;TZen2 : TCSP Melun - Sénart;arrêt;2;22;2;1;0;1;;1;0;0;8;1;2014-07-30T02:00:00+02:00;1;48.5952564135,2.58274181218
"{""type"": ""Point"", ""coordinates"": [2.640571350060405, 48.555190129689095]}";Hôpital;243;TZen2;24301;TZen2 : TCSP Melun - Sénart;arrêt;2;22;2;0;0;1;;1;0;0;8;1;2014-07-30T02:00:00+02:00;1;48.5551901297,2.64057135006
"{""type"": ""Point"", ""coordinates"": [2.653763444838978, 48.55303492387048]}";Montaigu;243;TZen2;24301;TZen2 : TCSP Melun - Sénart;arrêt;2;22;2;0;0;1;;1;0;0;8;1;2014-07-30T02:00:00+02:00;1;48.5530349239,2.65376344484
"{""type"": ""Point"", ""coordinates"": [2.657273123949179, 48.55077161708923]}";3 horloges;243;TZen2;24301;TZen2 : TCSP Melun - Sénart;arrêt;2;22;2;0;0;1;;1;0;0;8;1;2014-07-30T02:00:00+02:00;1;48.5507716171,2.65727312395
"{""type"": ""Point"", ""coordinates"": [2.662579882568005, 48.545982531377334]}";Castors;243;TZen2;24301;TZen2 : TCSP Melun - Sénart;arrêt;2;22;2;0;0;1;;1;0;0;8;1;2014-07-30T02:00:00+02:00;1;48.5459825314,2.66257988257
"{""type"": ""Point"", ""coordinates"": [2.658555541879073, 48.53260003090529]}";Chapu;243;TZen2;24301;TZen2 : TCSP Melun - Sénart;arrêt;2;22;2;0;0;1;;1;0;0;8;1;2014-07-30T02:00:00+02:00;1;48.5326000309,2.65855554188
"{""type"": ""Point"", ""coordinates"": [2.634261200971766, 48.56079880437684]}";PA Konrad Adenauer;243;TZen2;24301;TZen2 : TCSP Melun - Sénart;arrêt;2;22;2;0;0;1;;1;0;0;8;1;2014-07-30T02:00:00+02:00;1;48.5607988044,2.63426120097
"{""type"": ""Point"", ""coordinates"": [2.370573515705495, 48.81261035906347]}";Pierre et Marie Curie;315;Tram 09;31501;T9 : Tramway Paris - Orly;arrêt;3;31;9;0;0;1;;1;0;0;9;1;2016-10-11T02:00:00+02:00;1;48.8126103591,2.37057351571
